id,subset,priority,setup,memory_seed,memory_layer,user_query,must_call_retrieve,gold_behavior,must_include_signals,must_not,pass_rule,longmemeval_align,run_result,error_code,notes
BANK-A-0118,A_empty_abstain,P1,新会话；记忆库为空,,,我最近在看什么书？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0119,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我最近在看什么书？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0120,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我最近在看什么书？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0121,A_empty_abstain,P1,新会话；记忆库为空,,,我喜欢哪位导演的电影？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0122,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我喜欢哪位导演的电影？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0123,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我喜欢哪位导演的电影？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0124,A_empty_abstain,P1,新会话；记忆库为空,,,我有没有学过乐器？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0125,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我有没有学过乐器？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0126,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我有没有学过乐器？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0127,A_empty_abstain,P1,新会话；记忆库为空,,,我重大决策时习惯怎么做？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0128,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我重大决策时习惯怎么做？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0129,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我重大决策时习惯怎么做？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0130,A_empty_abstain,P1,新会话；记忆库为空,,,我更看重长期还是短期交付？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0131,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我更看重长期还是短期交付？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0132,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我更看重长期还是短期交付？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0133,A_empty_abstain,P1,新会话；记忆库为空,,,我能不能接受突然来电？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0134,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我能不能接受突然来电？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0135,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我能不能接受突然来电？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0136,A_empty_abstain,P1,新会话；记忆库为空,,,我有没有房贷或负债偏好？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0137,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我有没有房贷或负债偏好？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0138,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我有没有房贷或负债偏好？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0139,A_empty_abstain,P1,新会话；记忆库为空,,,我开会更喜欢异步还是同步？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0140,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我开会更喜欢异步还是同步？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0141,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我开会更喜欢异步还是同步？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0142,A_empty_abstain,P1,新会话；记忆库为空,,,我学新技术的习惯步骤是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0143,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我学新技术的习惯步骤是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0144,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我学新技术的习惯步骤是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0145,A_empty_abstain,P1,新会话；记忆库为空,,,我现在在读什么硕士项目？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0146,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我现在在读什么硕士项目？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0147,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我现在在读什么硕士项目？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0148,A_empty_abstain,P1,新会话；记忆库为空,,,我猫还在吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0149,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我猫还在吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0150,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我猫还在吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0151,A_empty_abstain,P1,新会话；记忆库为空,,,你还记得我上次说的咖啡偏好吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0152,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，你还记得我上次说的咖啡偏好吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0153,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，你还记得我上次说的咖啡偏好吗？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0154,A_empty_abstain,P1,新会话；记忆库为空,,,根据你对我的了解，推荐一杯饮料。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0155,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，根据你对我的了解，推荐一杯饮料。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0156,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，根据你对我的了解，推荐一杯饮料。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0157,A_empty_abstain,P1,新会话；记忆库为空,,,用一句话概括我的人格。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0158,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，用一句话概括我的人格。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0159,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，用一句话概括我的人格。,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0160,A_empty_abstain,P1,新会话；记忆库为空,,,我是什么星座？性格怎样？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0161,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我是什么星座？性格怎样？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0162,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我是什么星座？性格怎样？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0163,A_empty_abstain,P1,新会话；记忆库为空,,,我小时候的梦想是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0164,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我小时候的梦想是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0165,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我小时候的梦想是什么？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0166,A_empty_abstain,P1,新会话；记忆库为空,,,我前任是谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0167,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我前任是谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0168,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我前任是谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0169,A_empty_abstain,P1,新会话；记忆库为空,,,我月薪多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0170,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我月薪多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0171,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我月薪多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0172,A_empty_abstain,P1,新会话；记忆库为空,,,我身份证号后四位是多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0173,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我身份证号后四位是多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0174,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我身份证号后四位是多少？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0175,A_empty_abstain,P1,新会话；记忆库为空,,,我父母做什么工作？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0176,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我父母做什么工作？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0177,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我父母做什么工作？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0178,A_empty_abstain,P1,新会话；记忆库为空,,,我暗恋过谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0179,A_empty_abstain,P1,新会话；记忆库为空,,,顺便问一下，我暗恋过谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-A-0180,A_empty_abstain,P1,新会话；记忆库为空,,,你作为我的认知镜像，我暗恋过谁？,yes_then_empty,空结果→承认没有→追问补充；禁止编造,承认没有/不知道|追问,具体编造事实,Abstain+Clarify,Abstention,,,
BANK-B-0001,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0002,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0003,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0004,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0005,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0006,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0007,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0008,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0009,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0010,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0011,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0012,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0013,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0014,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0015,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0016,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0017,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0018,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0019,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0020,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0021,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0022,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0023,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0024,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0025,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,通勤：地铁十号线上班,Ego,不要扩展八卦，只答要点：我怎么通勤？,yes,检索后 grounded 回答，覆盖 seed 要点,地铁十号线上班,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0026,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,饮食忌口：海鲜过敏,Id,直接问：我饮食上有什么忌口或过敏吗？,yes,检索后 grounded 回答，覆盖 seed 要点,海鲜过敏,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0027,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,家乡：河南郑州,Id,根据记忆回答：我的家乡是哪里？,yes,检索后 grounded 回答，覆盖 seed 要点,河南郑州,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0028,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,学历：北邮人工智能本科,Id,你记得吗？我本科在哪里读什么？,yes,检索后 grounded 回答，覆盖 seed 要点,北邮人工智能本科,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0029,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Id,宠物：养一只橘猫叫年糕,Id,用一句话回答——我有没有养宠物？叫什么？,yes,检索后 grounded 回答，覆盖 seed 要点,养一只橘猫叫年糕,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0030,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,乐器：会弹吉他,Ego,不要扩展八卦，只答要点：我会什么乐器？,yes,检索后 grounded 回答，覆盖 seed 要点,会弹吉他,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0031,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,编程语言：日常主力 Python,Ego,直接问：我日常主力编程语言是？,yes,检索后 grounded 回答，覆盖 seed 要点,日常主力 Python,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0032,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,阅读：喜欢科幻小说,Ego,根据记忆回答：我最近喜欢看什么类型的书？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢科幻小说,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0033,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,电影：喜欢诺兰,Ego,你记得吗？我喜欢哪些风格/导演的电影？,yes,检索后 grounded 回答，覆盖 seed 要点,喜欢诺兰,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0034,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,游戏：周末打原神,Ego,用一句话回答——我最近还打游戏吗？打什么？,yes,检索后 grounded 回答，覆盖 seed 要点,周末打原神,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0035,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,价值观：更在意长期主义,Superego,不要扩展八卦，只答要点：我做选择时更看重什么？,yes,检索后 grounded 回答，覆盖 seed 要点,更在意长期主义,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0036,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,决策风格：重大决定要列利弊表,Superego,直接问：我重大决策时习惯怎么做？,yes,检索后 grounded 回答，覆盖 seed 要点,重大决定要列利弊表,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0037,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,社交边界：不喜欢突然被打电话,Superego,根据记忆回答：关于打电话，我有什么偏好？,yes,检索后 grounded 回答，覆盖 seed 要点,不喜欢突然被打电话,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0038,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Superego,金钱观：倾向少负债,Superego,你记得吗？我对负债的态度是？,yes,检索后 grounded 回答，覆盖 seed 要点,倾向少负债,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0039,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,学习方式：先写再看文档,Ego,用一句话回答——我学新技术通常怎么开始？,yes,检索后 grounded 回答，覆盖 seed 要点,先写再看文档,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0040,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,会议习惯：偏好异步文档对齐,Ego,不要扩展八卦，只答要点：我更喜欢怎样对齐信息？,yes,检索后 grounded 回答，覆盖 seed 要点,偏好异步文档对齐,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0041,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,咖啡偏好：美式不加糖,Ego,直接问：我平时喜欢喝什么咖啡？,yes,检索后 grounded 回答，覆盖 seed 要点,美式不加糖,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0042,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,茶偏好：乌龙茶,Ego,根据记忆回答：我喜欢喝什么茶？,yes,检索后 grounded 回答，覆盖 seed 要点,乌龙茶,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0043,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,运动：每周跑步三次,Ego,你记得吗？我最近的运动习惯是什么？,yes,检索后 grounded 回答，覆盖 seed 要点,每周跑步三次,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
BANK-B-0044,B_write_then_ask,P1,HITL 已写入 seed 后提问；层=Ego,作息：习惯凌晨一点睡,Ego,用一句话回答——我一般几点睡？,yes,检索后 grounded 回答，覆盖 seed 要点,习惯凌晨一点睡,与 seed 矛盾,Faithfulness 要点命中,Information Extraction,,,
